rank	count	Locality
1143=	5	Maalan Rd. 2km S of Palmerston Hwy
1143=	5	Madura
1143=	5	Manning Point, approx. 20 km E of Taree
1143=	5	Marryat Creek, 48 km S of Cavenagh Downs
1143=	5	Matuku I.
1143=	5	Maydena
1143=	5	Melville Island Pularumpi
1143=	5	Misamis Occidental Ozamis city
1143=	5	Mission Beach
1143=	5	Moife, 15km NW of Okapa
1143=	5	Moola Bulla via Halls Creek
1143=	5	Morobe Dist. nr. Bulolo Gorge
1143=	5	Mossman
1143=	5	Mount Fort William, via Kalpowar
1143=	5	Mount Kosciuszko
1143=	5	Mt Formartine South, 10km N Kuranda
1143=	5	Mt Keira
1143=	5	Mt Nameless summit
1143=	5	Mt. Barrow
1143=	5	Mt. Gipps
1143=	5	Mt. Kaputar National Park, Information centre
1143=	5	Mt. Kosciusko
1143=	5	Mt. Mee
1143=	5	Mt. Rescue CP, Jimmy's Well
1143=	5	Myall Lakes National Park. Paperbark Campground
1143=	5	Namosi Rd: 6 km N of Queens Hwy
1143=	5	Napagiwae
1143=	5	Narrabundah
1143=	5	Newman Rock
1143=	5	Paluma, 2km W.
1143=	5	Pambula
1143=	5	Pangkalan Tebang
1143=	5	Peak Mt. Bellenden-Ker
1143=	5	Pilbara Region: Hamersley Station, Railway Rd. just past Cooks Bore to Ridge paddock
1143=	5	Rewa [Province, no specific location]
1143=	5	S Coast of Durras Lake
1143=	5	Saweni Beach &#40;NE&#41;
1143=	5	Sawtell
1143=	5	Serpentine Gorge
1143=	5	Sluice Ck,9km WSW Millaa Millaa
1143=	5	South West Bay, Malekula Is
1143=	5	Star Mts. Sibil Val.
1143=	5	Sunnybank
1143=	5	Surprise Creek, 1.5 km along track from Watkins Lookout
1143=	5	Sydney Botanic Gardens
1143=	5	Thornton RIver, 60 ml NE of Camooweal
1143=	5	Toowoomba
1143=	5	Townsville
1143=	5	Tumut
1143=	5	Tyrendarra IPA
1143=	5	Unknown
1143=	5	Vunabakan, 10km E. of Keravat.
1143=	5	Vunuha, Small Nggela
1143=	5	Western Australia: Boranup Lookout, Leeuwin Naturaliste NP
1143=	5	White Rock, 2nd road jcn.
1143=	5	ca. 48 km SE of North West Coastal Hiway, on Mardathuna Rd &#40;W of Kennedy Range National Park&#41;
1277=	4	'Camp Milo' Cooloola. South East QLD
1277=	4	0.5km SE of Lansdowne
1277=	4	10 km E of New Peake H.S. Lake Eyre
1277=	4	10 km NW Emu Junction, Great Victorian Desert
1277=	4	101 km SE by E Broome
1277=	4	11.9 km W of Quilpie
1277=	4	118.3 km NW of Quilpie
1277=	4	12 mi E Katanning
1277=	4	12 mi NE of Kingscote
1277=	4	175km W Vokes Hill Cnr
1277=	4	17km N of Henbury Homestead, 8km from Stuart Highway
1277=	4	19.5km N of Mareeba
1277=	4	2 mls W of Loxton
1277=	4	24.1 km SW of Abbatoir Swamp Environmental Park
1277=	4	3 km E of Jarrahdale
1277=	4	3 km SW of Tontouta
1277=	4	4 km S of Jennings, on New England Hwy
1277=	4	45 km N of Newman on Great Nthn Hwy
1277=	4	45km NE of Welbourn Hill
1277=	4	48 mi WSW of Alice Springs
1277=	4	54 km E of Vokes Hill Junction, Gt. Vict. Desert
1277=	4	64 km SE of Normanton
1277=	4	70 km NNW of Kalgoorlie
1277=	4	8 km N of Nerren Nerren High School
1277=	4	8.3 km S of Couta Rocks, C214
1277=	4	91 km SW of Singleton, Putty Rd
1277=	4	Adelaide
1277=	4	Agusan, 10 km SE of S. Francisco
1277=	4	Aldinga Bay, Sellicks Beach Res.
1277=	4	Atherton Tableland
1277=	4	Atherton Tablelands, Curtain Fig Tree National Park
1277=	4	Banna, Chawang nr Nabon
1277=	4	BarklyRdhse, 49 km N by rd
1277=	4	Bell Peak North, 10 km E of Gordonvale
1277=	4	Bellenden Ker sumit
1277=	4	Benarkin
1277=	4	Bencubbin
1277=	4	Biloela
1277=	4	Bimbowrie Station
1277=	4	Bindoo Hill Nature Reserve, ca. 27 km W of Mullewa
1277=	4	Bluff Knoll, Stirling Mts.
1277=	4	Bolu Bolu, Camp &#35;8
1277=	4	Bombala
1277=	4	Boologooro HS
1277=	4	Brindabella
1277=	4	Brogo River crossing on Princes Hwy
1277=	4	Bunbury
1277=	4	Busu R., E. of Lae
1277=	4	Bwagoia, sea level - 10 m
1277=	4	Cabbage Tree Creek, foot of Clyde Mountain
1277=	4	Cabbage Tree Creek, nr Bateman's Bay
1277=	4	Callubri, Bogan River
1277=	4	Canberra &#40;Farrer&#41;
1277=	4	Cape Tribulation, Daintree National Park
1277=	4	Charles Darwin Reserve, large claypans N of Wanarra East Rd
1277=	4	Charles Darwin Reserve, small claypan N of Wanarra East Rd
1277=	4	Coen Area, Cape York Peninsula
1277=	4	Colonel Light Gardens
1277=	4	Coolabah
1277=	4	Coolgardie
1277=	4	Coranderrk Reserve, [nr] Healesville
1277=	4	Cosy Corner Beach West, Torbay Sound, W of Albany
1277=	4	Cowra
1277=	4	Credo Station, Coolgardie Nth Rd, 21km N of homestead
1277=	4	Credo Station, Emu Rock Dam heath
1277=	4	Credo Station, just off Coolgardie Nth Rd nr Ularring Rock
1277=	4	Cronulla
1277=	4	Crossing Pool, Millstream
1277=	4	Dawa Dawa
1277=	4	Dimifa, SE of Mt. Giluwe
1277=	4	Dorrigo National Park
1277=	4	Drummoyne
1277=	4	Drysdale River
1277=	4	Ebor Falls near Ebor
1277=	4	Elsthorpe Scenic Reserve
1277=	4	Emae I.: Mt. Tavani Talimasa, 0-434 m
1277=	4	Eungella National Park
1277=	4	Fayaoue, Ouvea Is
1277=	4	Fleurieu Peninsula, Deep Creek Conservation Park
1277=	4	Fowler's Gap Research Station
1277=	4	Freshwater National Pk
1277=	4	Gammon Ranges National Park, Arcoona Creek, 2km NE Owieandana OS
1277=	4	Gawler Ra. Kolay Dam Paney Stn
1277=	4	Geraldton &#38; Mullewa
1277=	4	Great Sandy Desert, ca. 260 km SE of Broome
1277=	4	Great Vic. Desert. 65km S. Vokes Hill
1277=	4	Grenfell
1277=	4	Gum Lagoon
1277=	4	Gunalda, Gympie District
1277=	4	Gunnigbland SF
1277=	4	Hallett Cove
1277=	4	Henbury Station, Gloaming Dam, 25.5km E of Henbury Homestead
1277=	4	Heron Island
1277=	4	Hollandia-Binnen
1277=	4	Iamelele No.q, Fergusson Isl
1277=	4	Illaweena Street, Drewvale
1277=	4	Imbil
1277=	4	Isle of Pines, Vao
1277=	4	Jinju
1277=	4	Kakadu National Park, Obiri Rock area &#40;Ubirr&#41;
1277=	4	Katherina River
1277=	4	Kelmscott High School, Perth
1277=	4	Kennedy Hiway at Kay Rd, 10 km E of Mareeba
1277=	4	Kennedy Hiway, 8 km E of Mareeba
1277=	4	Kepong, Forest Research Institue of Malaysia &#40;FRIM&#41;
1277=	4	Kojonup
1277=	4	Koolan Island
1277=	4	Kosciusko
1277=	4	Ku-Ring-Gai Chase National Park, McCarr's Creek
1277=	4	Kuranda State Forest, 1.5 km along Black Mountain Road, N of Kuranda
1277=	4	Kuranda State Forest, 11.7 km along Black Mountain Road, N of Kuranda
1277=	4	Kusate Hill 1010
1277=	4	Kwe Binyi River, via Goro
1277=	4	Lake Eacham
1277=	4	Lemkamin
1277=	4	Linga Linga Pl'n W. of Willaumez Pen. lm.
1277=	4	Lololo For. Sta., 16 km E of Lautoka
1277=	4	Lords Table, SE base, site 2
1277=	4	Magnetic Island
1277=	4	Malanda, Malanda Falls Reserve
1277=	4	Maleny
1277=	4	Manokwari
1277=	4	Mantalingajan, Piniglean
1277=	4	Melaleuca Park, 12km NE of Wanneroo
1277=	4	Mid. Queensland
1277=	4	Mills Park, 10km NE of Geraldton
1277=	4	Monarto, approx. 4 km E Callington
1277=	4	Montville
1277=	4	Mount Franklin
1277=	4	Mt Balatukan, 15 km SW of Gingoog
1277=	4	Mt Finnigan
1277=	4	Mt Keira Scout Camp
1277=	4	Mt. Berryman Rd., Laidley
1277=	4	Mt. Edith Forest road, 1.5mi off Danbulla Road
1277=	4	Mt. Koghi
1277=	4	Mt. Moffatt National Park
1277=	4	Mt. Sisa
1277=	4	Mt. Tibrogargan
1277=	4	Near Elsey Creek on Stuart Highway
1277=	4	Needelup Rd North, 31.3 km N of Gnowangerup - Jerramungup Rds
1277=	4	New Mecklenburg
1277=	4	Norfolk Island National Park, Mt Bates
1277=	4	Nullagine
1277=	4	Owi Island nr Biak Island
1277=	4	Paddy's Knob
1277=	4	Pass N Kouaoua
1277=	4	Plum
1277=	4	Prince Henry Heights, Toowoomba
1277=	4	Pulau Pinang [Penang]
1277=	4	Purosa Camp, Okapa area, 15 Mi. SEE Okapa Patrol Post, Camp &#35;10
1277=	4	Queensland
1277=	4	Reid, Canberra
1277=	4	Rita Island
1277=	4	Rottnest Is.
1277=	4	S coast to center, Kioa Is
1277=	4	S. Coorong coastal sandhills
1277=	4	Sandgate
1277=	4	Savusavu
1277=	4	Selwyn Mine, 160 km SE of Mt Isa
1277=	4	South Pine River
1277=	4	St. George
1277=	4	Stirling Ranges, Bluff Knoll
1277=	4	Suta
1277=	4	Suta- &#40;Suta-Gold Ridge&#41; Jonapau Mt.
1277=	4	Tallaganda SF. Site 1.
1277=	4	Tathilevu
1277=	4	Tennant Creek
1277=	4	Terrey Hills, McCarrs Ck Rd, 0.5 km N of Mona Vale Rd
1277=	4	The University of Sydney
1277=	4	Tibrogargan Creek
1277=	4	Torricelli Mits, Mokai Village
1277=	4	Tully R. Xing, 10km S Koombooloomba Dam
1277=	4	Vicinity O'Reilly's Guesthouse via Canungra
1277=	4	Wallaga Lake, Bermagui
1277=	4	Warrandyte
1277=	4	Warwick
1277=	4	Warwick, 200 m W Wildash Sch.
1277=	4	Watercourse Rd., approx. 200 m S of Allambie Bridge
1277=	4	West Coast Residency [Coast Residency], Ranau
1277=	4	Weston Creek, Cotter Rd
1277=	4	White Rock road
1277=	4	Wilcannia
1277=	4	Wirrulla
1277=	4	Woombye, nr. Nambour
1277=	4	Wugiroga
1277=	4	Zamboanga del Norte.  25km South of Manucan
1277=	4	[Mt.] Kosciuszko
1277=	4	ca. 2km E of Luana Creek, on Bloomfield Track
1277=	4	grounds of Nganjila Cultural Centre, Nouméa
1466=	3	'Waters Edge' S of Dawesville
1466=	3	1 km N of Millstream
1466=	3	1 km SE of Mt. Cook
1466=	3	1 mi W. Cunderdin
1466=	3	10 mi NW of Yuenduni Creek bed
1466=	3	10.7 km S of Cataby on Brand Hwy
1466=	3	12 mi S of Minderoo
1466=	3	12.8 km south of Tambellup
1466=	3	12m. South of Shark Bay turn off
1466=	3	144km N Cook
1466=	3	15 km SE of Paynes Find toward Beacon
1466=	3	15 mi E by N of Wirrulla
1466=	3	16 km up Davies Ck. Rd. via Mareeba
1466=	3	17 km NE Willeroo
1466=	3	2 km E of Belair Railway Station, just south of Sheoak Rd and railway track
1466=	3	2 km E of Miles
1466=	3	2 km N Rockeby
1466=	3	2 mi S of Barrow Creek
1466=	3	2 mi WSW of Mount Ive High School
1466=	3	2 miles. N. of Mourangee Stn. Edungalba
1466=	3	2.7 km NE of Queanbeyan
1466=	3	20 km E by N of Esperance
1466=	3	27 km toward Kimba from Lincoln Hiway
1466=	3	2km N of Billabong Rest house
1466=	3	3 km N of Harrington
1466=	3	3 km N of Yanchep
1466=	3	3 km N on Black Mountain Road
1466=	3	3 km S of Pine Mt
1466=	3	3.1 km WNW Mt. Lindsay
1466=	3	30 E Norseman
1466=	3	30 km N of Eneabba at Arrowsmith River
1466=	3	31.1 km W of Broke Inlet Road on Chesapeak Road
1466=	3	32 km W of Mareeba
1466=	3	35km SSE Cave Hill
1466=	3	4 km WNW of Martin's Well, West Kimberley
1466=	3	4 mi W of Paluma
1466=	3	4 mi. W. of Coolibah HS
1466=	3	40 km W Vokes Hill Junct.
1466=	3	42.7 km W of Agnew toward Sandstone
1466=	3	53 km E by N of Alice Springs
1466=	3	60 mi. E. of Birdsville
1466=	3	61 mi E of Norseman
1466=	3	7.5km S. Henrietta Crk; Palmerston Nat. Forest; 28km S of Millaa Millaa
1466=	3	7.5km SE of Banjiwarn HS
1466=	3	7.9 km N of Ravensthorpe
1466=	3	7km S of Mt. Kaputar
1466=	3	80 km W of Esperance
1466=	3	8km NE of Tamala HS
1466=	3	8km S of Cape Bertholet
1466=	3	90 m Desert; Comet Bore
1466=	3	Adelaide, Botanical Garden
1466=	3	Agusan: 6km SE of San Fransisco
1466=	3	Along Railway line Goyder Siding to Bowmans Junction
1466=	3	Approx. 26 km N of Hamersley on Railway Rd, right side of rd.
1466=	3	Armidale
1466=	3	Atherton - Maree area
1466=	3	Baldy Mtn Rd, 7km SW Atherton
1466=	3	Bamaga &#38; Captain Billy Junction
1466=	3	Bamaga, Cape York Peninsula
1466=	3	Baralili Ck., crossing on Arnhem Hwy nr Jabiru
1466=	3	Base of Intermediate Hill, on walking track to Goat House
1466=	3	Bathurst, Havannah St.
1466=	3	Bau
1466=	3	Beerwah
1466=	3	Bellenden Ker Ra, Cableway Base Stn
1466=	3	Belmont Hills Bushlands, site 1
1466=	3	Biak Island: Strand
1466=	3	Bilo nr Lami, Viti Levu Is
1466=	3	Blackwood Ck.
1466=	3	Boku
1466=	3	Bola Creek, Royal National Park
1466=	3	Bolfaim, 8 km E of Feramin
1466=	3	Boothill Creek, 80 m S of Mackay
1466=	3	Braidwood
1466=	3	Brigalow Development Area, Moura
1466=	3	Bright
1466=	3	Brookes Point, Uring Uring
1466=	3	Bucca, Crabtrees Plantation, Sherwood Rd opposite Duck Road
1466=	3	Bulbodney State Forest
1466=	3	Bulimba Ck, Carindale
1466=	3	Bundaberg, Baldwin Swamp Fauna Reserve
1466=	3	Burrunjuck Cres. Duffy
1466=	3	C. Qld, Mt Moffatt N.P., Mahogany Forest
1466=	3	Cairn Curren Reservoir Via Maldon
1466=	3	Canning Reservoir SE Perth
1466=	3	Canungra
1466=	3	Cap Ndoua, site 1, rainforest
1466=	3	Captain Billy Creek, Cape York Pen., N. QLD
1466=	3	Carbine Tableland, N. Qld. Plane Crash Site
1466=	3	Carnarvon Gorge N.P., campground at creek
1466=	3	Carnarvon Gorge NP
1466=	3	Casuarina Sands Reserve
1466=	3	Central Mountains, Archbold Lake
1466=	3	Christchurch
1466=	3	Clare
1466=	3	Clarence
1466=	3	Cranbrook
1466=	3	Credo Station, NW of Emu Rock Dam
1466=	3	Credo Station, SW of Rockhole Dam, NE of Kangaroo on road Dam
1466=	3	Credo Station, rd to Ularring Soak
1466=	3	Crowdy Bay National Park, 40km N.E. Taree
1466=	3	Culgoa Floodplain NP, 7km NNW Toulby Gate &#40;CG4AM&#41;.
1466=	3	Danbulla
1466=	3	Darlot Creek off bridge on Coustleys Rd towards Muldoons
1466=	3	Dividing Range, 15 km W. of Captain Billy Creek, Cape York Pen, N. QLD
1466=	3	Donnybrook
1466=	3	Dreikikir
1466=	3	Dreketilailai, Vanua Levu Is
1466=	3	E. of Kwalo &#40;E. of Auki&#41;
1466=	3	Eungella
1466=	3	Fak Fak
1466=	3	Feramin
1466=	3	Finisterre Range, Saidor: Matoko
1466=	3	Finisterre Range, Salidor: Gabumi
1466=	3	Finke Gorge National Park, near Palm Valley campground,
1466=	3	Foxton
1466=	3	Garaina
1466=	3	Gizo I.
1466=	3	Gloucester River, Barrington Tops
1466=	3	Gorge NE of Mt. Gilruth
1466=	3	Graham Range
1466=	3	Great Vict. Desert 17km W Vokes Hill Cnr on seismic line
1466=	3	Guadalcanal
1466=	3	Hann Tbld &#40;Nth End&#41;
1466=	3	Hattah Lakes National Park
1466=	3	Henbury Station, 20.6km NE of Henbury Homestead along Stuart Highway
1466=	3	Hill 541, Kusaie, Caroline Is.
1466=	3	Hinchinbrook Is, Gayundah Ck
1466=	3	Hol Maffen, 22km E. of Sarmi
1466=	3	Hollandia
1466=	3	Homestead, Silver Plains via Coen
1466=	3	Huia, start of Karamantura Track
1466=	3	Illungnarra WH 90km SW by S of Urandangi
1466=	3	Iron Range Airport, Gordon Strip, N.Q., 5mi S. of Iron Range
1466=	3	Jamieson Park, Narrabeen
1466=	3	Kakadu NP Malapanban Ck., C. 8 km S of Arnhem Hwy on Pine Creek Rd
1466=	3	Kakadu National Park, Saurcery Rock nr Cannon Hill
1466=	3	Kalbarri
1466=	3	Kangaroo Island, Flinders Chase National Park, Rocky River
1466=	3	Karoonda to Peebinga
1466=	3	Karop, Upper Jimmi
1466=	3	Kelmscott
1466=	3	Kimberley Dist, Great Northern Hwy, 2 km N of Halls Ck
1466=	3	Kimberley Dist., 55 km N of Halls Ck on Great Northern Hiway
1466=	3	Kimberley Research Station &#40;K.R.S&#41;
1466=	3	King George Sound
1466=	3	Koy Property, Brigooda
1466=	3	Kroombit Tops &#40;Upper TA47 Ck.&#41;; 45km SSW Calliope
1466=	3	Kuala Lumpur
1466=	3	Lagoon Pocket, Gympie
1466=	3	Lake St. Clair
1466=	3	Lane Cove
1466=	3	Lansdowne Reserve
1466=	3	Lees Ck. Piccaddilly Circus
1466=	3	Leigh Creek
1466=	3	Lenakel, Tanna Is, New Hebrides
1466=	3	Little White Rock
1466=	3	Lower Chain of Ponds Creek, at jctn with Sara Road, Glen Innes
1466=	3	Maewo Is, Kerepei
1466=	3	Manning Point
1466=	3	Manning River, Curricabark Rd., nr. Gloucestor
1466=	3	Marsupial Ck, via Croydon
1466=	3	Maré Island, La Roche
1466=	3	Massy Creek, Silver Plains via Coen
1466=	3	McDowall Ra, 17km N Daintree
1466=	3	McIlwraith Ra., N.E. Coen, Cape York Pen.
1466=	3	Melville Island
1466=	3	Menapi, Cape Vogel Peninsula
1466=	3	Mining Camp, Mitchell Plateau
1466=	3	Modewa, Modewa Bay
1466=	3	Mootwingee Homestead, Mottwingee National Park
1466=	3	Moppin - Aveymore Rd, approx. 400m S of junction at Dolgelly Bore
1466=	3	Moranbah, 5 km S
1466=	3	Mossman Bluff Summit, 10 km W Mossman
1466=	3	Mossman Bluff Track, 5-10 km W Mossman, N. Qld, Site 6
1466=	3	Mossman Bluff Track, 9km W Mossman
1466=	3	Mt Bartle Frere, 0.5km N Sth Peak summit
1466=	3	Mt Finnigan, via Cooktown
1466=	3	Mt Glorious
1466=	3	Mt Macartney
1466=	3	Mt. Augustus
1466=	3	Mt. Boyce, Blue Mountains
1466=	3	Mt. Brichang
1466=	3	Mt. Gingera
1466=	3	Mt. Halcyon
1466=	3	Mt. Misery Summit, via Helenvale, N. Qld.
1466=	3	Mt. Wellington
1466=	3	Mundaring Weir
1466=	3	Mussau Island, Talumalaus
1466=	3	Muston, Kangaroo Island
1466=	3	Muttaburra
1466=	3	N of Waneroo
1466=	3	N. Guinea, Chuave
1466=	3	N.T. Top Humbert Yard on Humbert River
1466=	3	NE Ambunti
1466=	3	NE Okapa
1466=	3	Nabire
1466=	3	Nandarivatu, Viti Lavu Island
1466=	3	Nandewar Range, near Narrabri
1466=	3	National Park, Mcpherson Range
1466=	3	Nelson, Research Orchard
1466=	3	New England University, Armidale
1466=	3	New Georgia Island, Munda
1466=	3	Nini Ck., 35 km SE of Honiara
1466=	3	No. 2, Oomsis, 22 mi W of Lae on Lae-Bulolo Rd.
1466=	3	No.14, Umi River, Markham Valley
1466=	3	No.9, Kimi Creek Camp, NE slopes Mount Michael
1466=	3	Normanton
1466=	3	Noumea, Anse Vata
1466=	3	Nourlangie Ck, 8 km E of Mt. Cahill
1466=	3	Nudgee
1466=	3	Nullica Beach
1466=	3	Nuriootpa
1466=	3	Palm Valley
1466=	3	Paringa
1466=	3	Parramatta
1466=	3	Pelion Hut, 3 km S Mt. Oakleigh
1466=	3	Piccadilly Circus
1466=	3	Pilbara Dist. Millstream Chichester Range National Park
1466=	3	Pilbara region, Juna Downs Station, Juna Downs Rd to Packsaddle Bore, 5km E of homestead
1466=	3	Pilgangoora, Pilbara
1466=	3	Pinnock [Pinock] R., Gorge Hogback Ra., WSW of Bundaberg
1466=	3	Planted Creek, via Tansey
1466=	3	Ponape Is., Matalanium [Matalanim]
1466=	3	Punch Bowl, Launceston
1466=	3	Quaalup Homestead
1466=	3	Rdg. W of Nandarivatu
1466=	3	Ringrose National Park &#40;the crater&#41;
1466=	3	Roebuck Plains
1466=	3	Rookwood
1466=	3	Royal National Park, on road b/w Maianbar to Bundeena
1466=	3	S Cardwell, Bridge Ck
1466=	3	Samsonvale
1466=	3	Sandakan, Borneo
1466=	3	Sangara Plantation, Popondetta Dist.
1466=	3	Saruwaged Mts, Bandong
1466=	3	Sawani Serea Rd.
1466=	3	Sawani-Serea Rd., about 4 mi W of Nausori
1466=	3	Sepik: Maprik Area
1466=	3	Shiptons Flat
1466=	3	Stephens Island
1466=	3	Summer's Hut, Limestone Crk.
1466=	3	Sungei Buloh Forest Reserve
1466=	3	Survey Creek &#40;nr Site D&#41;
1466=	3	Tadhimboko
1466=	3	Tagatalau [Tangtalau]
1466=	3	Tangtalau-Kwalo
1466=	3	Tanjung Morawa [Tanjon Morawa, Tamijong Morawa]
1466=	3	Taree
1466=	3	Tawau
1466=	3	The Gorge WH. bet. Hatches Creek and Elkedra
1466=	3	The Ponds, Hornsby
1466=	3	Tinker's Creek, [nr] Uriarra
1466=	3	Todd River, 9km N by E of Alice Springs
1466=	3	Tower nr The Crater NP
1466=	3	Trail Yayu-Nandrau
1466=	3	Trans-Insular Road, above summit
1466=	3	Tully [Tulley] Fall
1466=	3	Ulithi atoll, Falalop
1466=	3	Undara NP, 17ft Bore
1466=	3	University Grounds, St. Lucia, Brisbane
1466=	3	Upper Williams River
1466=	3	Vaemali
1466=	3	Vine Ck Rd
1466=	3	W. Alligator Mouth
1466=	3	Waikaiuna, Normanby Island
1466=	3	Waite Precinct, Uni. of Adelaide
1466=	3	Wallambine Creek, 18 mi N of Wiseman's Ferry
1466=	3	Wallangarra
1466=	3	Wareo, Finschaven
1466=	3	West Angelas
1466=	3	West Coast Residency, Ranau, 8 mi N Poring Hot Springs
1466=	3	Whirokino [Whirikino], Manuwatu
1466=	3	Whittata, Andamooka Ranges
1466=	3	Wigley Waterhole, 5 miles N. of Alice Springs
1466=	3	Windsor Tableland
1466=	3	Windsor Tbld, 5.7km past barracks
1466=	3	Wolfgang Peak, 0.5 km W.
1466=	3	Zamboanga
1466=	3	approx. 0.5 km SE of Lansdowne via Taree
1466=	3	mid.Queensl
1466=	3	near Blacks Buff, Hallett Cove
1466=	3	none
1466=	3	nr Backyamma SF
1750=	2	'Wheogo', 12 mi NE of Dunedoo
1750=	2	1 1/2 mi. S Hallett Cove
1750=	2	1 km E Corroboree Rock
1750=	2	1 km N jn Belbucca &#38; Middle Ridge Rds
1750=	2	1 km S by E Elliston
1750=	2	1 mi E of Mt Lofty, nr Picadilly
1750=	2	1 mi. S of Wood's Well, Coorong
1750=	2	1.3 km E of Brand Hwy on Bibby Rd
1750=	2	1.5 km N of Port Boisé
1750=	2	1.8 km N of Banovich Rd, 14.5 km S off Jurien Rd and Brand Highway intersection [WA202]
1750=	2	10 km E by N of Mt. Cahill
1750=	2	10 km east of Porongurup
1750=	2	10km NW by N of Mining Camp, Mitchell Plateau Kimberley Dist.
1750=	2	11.7 km W of Eneabba
1750=	2	12 mi E of Balladonia
1750=	2	12.5 km S of Newdegate
1750=	2	12.5km SSE of Banjiwarn HS
1750=	2	13 km S of Wannoo
1750=	2	13 mi WSW of Collie
1750=	2	13.1 km W of Denmark on South Coast Hiway
1750=	2	13.4 km N of Peak Charles National Park
1750=	2	16 km E by N of Mt. Cahill
1750=	2	16 km N Moora
1750=	2	16.3 km NW of Sigatola
1750=	2	163 km SE by E Broome
1750=	2	17 Mile Plain, Grunter Rd
1750=	2	17km N of Kellerberrin
1750=	2	18 km E Northam
1750=	2	19 mi N by E of Mundrabilla HS
1750=	2	1km N Awelkom
1750=	2	2 km N of Canegrass [Cane Grass] Swamp
1750=	2	2 km NE of Nerriga
1750=	2	2 km NW of Windjana Gorge, 150 km E of Derby
1750=	2	2.5km W Williamstown
1750=	2	24km NNW Heathlands
1750=	2	25 km W Bundaberg
1750=	2	26 Ord River, 105 km N Hall's Creek
1750=	2	26 km E of Olary
1750=	2	26 km N of Marble Bar on Marble Bar Rd
1750=	2	26.3 km WSW of Geeveston Hartz Mountains National Park: carpark at Hartz Mountain Trail head
1750=	2	2km NE Mt. Coonowrin
1750=	2	2km along Coolgardie Nth Rd to Kalgoorlie &#40;on raod with 'Monarch Gold' sign&#41;
1750=	2	3 km E of Orford
1750=	2	3 km S of Mt Deongwar
1750=	2	3 km SSW of Katherine
1750=	2	3 mi. W of Kuranda, Mareeba Rd
1750=	2	3 mis W of West Wyalong
1750=	2	30 km NW Cooktown
1750=	2	30 km NW of Lorna Glen HS
1750=	2	30.5km W of Bruce Highway &#40;before Woodstock&#41;
1750=	2	32km N of Elliott
1750=	2	33 km E of Windorah
1750=	2	35km S Kambalda
1750=	2	36 km NNE of Neale Junction
1750=	2	37km SW of Glenayle HS
1750=	2	3km N of Lansdowne
1750=	2	4 km NNW Kuranda
1750=	2	4 km S by W of Mining Camp, Mitchell Plateau, Kimberley District
1750=	2	4 km W Lumut, Gunung Lumut
1750=	2	4 mi S of Coolongolook, nr. Nabiac
1750=	2	4.5 km W. of Cape Tribulation
1750=	2	4.6 km S of Renner Springs
1750=	2	46 km ENE of Norseman
1750=	2	5 km S of Martins Well
1750=	2	5 km W of Lake Cave
1750=	2	5 mi N of Alice Springs
1750=	2	5 mi S of Bermagui, Biamanga National Park
1750=	2	5.5 km E of Main Rd on Bundeena Drive
1750=	2	5.9km SSE Mt. Zion
1750=	2	50 [mi] S Ayr
1750=	2	50 km N of Marlborough
1750=	2	50 km SW Normanton
1750=	2	5km NW by W Perenjori
1750=	2	6.4 km WSW of Victoria River Downs
1750=	2	6.5 mi SE of Mt. Nebo
1750=	2	60 km W of Israelite Bay
1750=	2	65 Sprent Street, Narrabundah
1750=	2	7 km N of Hope Vale Mission
1750=	2	7 miles W. of Renmark
1750=	2	7.5 km WSW of Lake Cronin
1750=	2	7km SSW of Jingemarra HS
1750=	2	8-10 mi S of Margaret River
1750=	2	8.1km WNW of Beal Hill
1750=	2	80 km S of Wyndham
1750=	2	9 km N by E of Mudginberri H.S.
1750=	2	9 km N of Apollo Bay
1750=	2	9 mi W of Paluma
1750=	2	9.6 km E of Sindangan
1750=	2	Abbattoir Swamp Environmental Pk, 4km E of Mt Molloy
1750=	2	Alberga River, 60 km N of Oodnadatta
1750=	2	Aldgate, 20 km E of Adelaide
1750=	2	Andalimu-Ngarafata &#40;SW Fiu River&#41;
1750=	2	Angoram
1750=	2	Annan R 3km W by S of Black Mt.
1750=	2	Antapiri Hill nr. Illamurta Spring, 58km NW of Henbury Homestead
1750=	2	Archerfield
1750=	2	Armadale
1750=	2	Arrawarra, North Coast
1750=	2	Ashgrove
1750=	2	Atherton Tableland, Tully Falls Road
1750=	2	Augusan: 10 km SE of San Fransisco
1750=	2	Aurukun
1750=	2	Australia
1750=	2	Baining Mountains, Raunsepna
1750=	2	Bainyik
1750=	2	Baitabag
1750=	2	Balawango Mt. Reilly Campsite
1750=	2	Bald Mountain Area
1750=	2	Banyabba Nature Reserve
1750=	2	Banyuwangi [Banjoewangi]
1750=	2	Barrington Tops
1750=	2	Bateman's Bay
1750=	2	Bathurst Island, nr. Barra Base
1750=	2	Bay Road, Berowra Waters
1750=	2	Beecroft
1750=	2	Beenleigh
1750=	2	Belgrave
1750=	2	Bellender Ker, Top stn
1750=	2	Berrimah
1750=	2	Beswick
1750=	2	Biak Isalnd, W of Airport
1750=	2	Birthday ck, 7 mi. W Paluma
1750=	2	Black Jungle, nr. Humpty-doo
1750=	2	Black Mountain, behind CSIRO Entomology
1750=	2	Blythe Road, nr. St. Valentine's Peak
1750=	2	Bokondini, 40km N of Baliem Val.
