rank	count	N_QUALIFICATION
1065=	1	NSW – Murray River ; QLD – Rocherdale, Clump Point
1065=	1	NSW – Narrabri
1065=	1	NSW – Newcastle; QLD – Toowoomba
1065=	1	NSW – Newrybar
1065=	1	NSW – North Coast
1065=	1	NSW – North Rocks SF, Jenolan SF  
1065=	1	NSW – North Rocks SF, McPherson SF
1065=	1	NSW – Nowra ; SA
1065=	1	NSW – Nyngan; SA – Mount Compass
1065=	1	NSW – Pennant Hills
1065=	1	NSW – Pennant Hills; VIC – Cobram, Mildura
1065=	1	NSW – Penrith
1065=	1	NSW – Pokolbin; QLD – Cecil Plains; WA
1065=	1	NSW – Rydalmere
1065=	1	NSW – Rydalmere; QLD – Ballandean, Kabra, Yeppoon
1065=	1	NSW – Stdney
1065=	1	NSW – Sydney, Bathurst-Orange
1065=	1	NSW – Sydney, Gosford, Narara; VIC – Cobram, Mildura
1065=	1	NSW – Sydney, Maitland, Helensburgh, Rydalmere; VIC – Carrum Downs, Bundoora
1065=	1	NSW – Sydney, Orange
1065=	1	NSW – Sydney; VIC – Cobram, Mildura
1065=	1	NSW – Sydney; WA – Perth
1065=	1	NSW – Termeil
1065=	1	NSW – Tomingley
1065=	1	NSW – Uralba; QLD – Nambour
1065=	1	NSW – Vineyard
1065=	1	NSW – Wakool, Finley, Yanco
1065=	1	NSW – Wauchope
1065=	1	NSW – West Maitland ; SA ; TAS – Common; VIC – Bellarine Peninsula, Silvan
1065=	1	NSW – Wollongbar; QLD – Yeppoon
1065=	1	NSW – Woodenbong near Beaury Creek Road
1065=	1	NSW – Woollahra
1065=	1	NSW – Wyong
1065=	1	NSW – Yanco
1065=	1	NSW – Yanco, Finley
1065=	1	NSW – Young ; QLD  – Ballandean, Glen Aplin ; WA – Upper Swan
1065=	1	NT – Adelaide River 
1065=	1	NT – Darwin, Adelaide River
1065=	1	NT – Darwin, Adelaide Rover; WA – Kununurra
1065=	1	NT – Manbullo, Thorack DR
1065=	1	NT – Manbullo; QLD – Mt Nebo
1065=	1	NT – Mount Sonder
1065=	1	NT – Thorack Dr
1065=	1	New Caledonia
1065=	1	Northern Quoll (WL N4503, 5313)
1065=	1	Primarily associated with dead colonies
1065=	1	QLD - Beeburrum
1065=	1	QLD - Beerwah
1065=	1	QLD - Burrum
1065=	1	QLD - Mt Tambourine western ridge
1065=	1	QLD – 1 km south west of Heath Island, Moreton Island
1065=	1	QLD – 200 km west of Windorah
1065=	1	QLD – 32 km west of Mount Garnett, Bunya Mountains NP
1065=	1	QLD – 40 Mile Scrub
1065=	1	QLD – 40 Mile Scrub, Thangool
1065=	1	QLD – 50 km S of Toompine
1065=	1	QLD – 57 km west of Mt Garnett
1065=	1	QLD – 57 km west of Mt Garnett ; NSW – Mt Topper SF
1065=	1	QLD – 57 km west of Mt Garnett, 32 km west of Mount Garnett, Bunya Mountains NP
1065=	1	QLD – AYR
1065=	1	QLD – Acacia Ridge
1065=	1	QLD – Amiens ; SA – Padthaway
1065=	1	QLD – Ayr
1065=	1	QLD – Barakula
1065=	1	QLD – Bauple, Elimbah, Innisfail
1065=	1	QLD – Beerburrum
1065=	1	QLD – Beerwah, Dayboro, North of Nambour, Nambour, Maroochydore, Elimbah, Innisfail, Woombye
1065=	1	QLD – Beerwah, Didillibah
1065=	1	QLD – Beerwah, Nambour, Koah, Cooroy Zingiber officinale : QLD – Ormiston, QLD – Beerwah
1065=	1	QLD – Beerwah, Ravenshoe to Tumoulin Road
1065=	1	QLD – Beerwah; SA – Urrbrae
1065=	1	QLD – Beewah
1065=	1	QLD – Bellenden Ker NP, El Arish Kurrimine NP, Mossman, River NP, Palmerston NP, Tully, Babinda, Gowrie Creek
1065=	1	QLD – Belmont
1065=	1	QLD – Biloela, Everton Park
1065=	1	QLD – Birdsville
1065=	1	QLD – Boteen Point
1065=	1	QLD – Bouldercombe
1065=	1	QLD – Bowen, Coolum, Nambour
1065=	1	QLD – Bowen, Yeppoon
1065=	1	QLD – Brisbane, Clump Point, Palwoods
1065=	1	QLD – Brisbane, Gayndah, Tinana Creek, Burrum
1065=	1	QLD – Brisbane, Montville, Beerwah
1065=	1	QLD – Brisbane, Mt Elliott NP
1065=	1	QLD – Brisbane, Nambour
1065=	1	QLD – Buderim. Common in banana plantations
1065=	1	QLD – Bundaberg
1065=	1	QLD – Bundaberg, Burrum
1065=	1	QLD – Bundaberg, Burrum, Kennedy
1065=	1	QLD – Bundaberg, Mapleton Pasture : NSW – Penrith
1065=	1	QLD – Bundaberg, Mt Ninderry, Woombye
1065=	1	QLD – Bunya SF, NSW – Dalmorton SF
1065=	1	QLD – Bunya SF; NSW – Dlamorton SF
1065=	1	QLD – Chalerville
1065=	1	QLD – Charleville; SA – Alligator Gorge
1065=	1	QLD – Cobba-da-manna
1065=	1	QLD – Cooroy
1065=	1	QLD – Cooroy, Currumbin
1065=	1	QLD – Currimbin
1065=	1	QLD – Currumbin, Narangba, Rocksberg, Victoria Point, Caboolture, Cunninghams Gap, Landsborough
1065=	1	QLD – Dalby
1065=	1	QLD – Danbulla, Googa
1065=	1	QLD – Davies Creek NP
1065=	1	QLD – Davies Creek NP, Mt Elliott NP
1065=	1	QLD – Didillibah, Elimbah
1065=	1	QLD – Esk
1065=	1	QLD – First flood gauge from Nogoa River
1065=	1	QLD – Frenchville
1065=	1	QLD – Frenchville, Gladstonbury
1065=	1	QLD – Gallangowan
1065=	1	QLD – Gallangowen
1065=	1	QLD – Gayndah, Tinana Creek, Burrum
1065=	1	QLD – Georgina River S of Boulia ; QLD – Paroo River Eulo
1065=	1	QLD – Glen Aplin, Inglewood : WA
1065=	1	QLD – Gympie; WA – Floreat
1065=	1	QLD – Hampton Toowoomba to Crowsnest Road
1065=	1	QLD – Hampton Towoomba to Crowsnest Road
1065=	1	QLD – Hampton, Jawarra Park Beerwah
1065=	1	QLD – Hampton, QLD – Kurrimine NP
1065=	1	QLD – Harlin
1065=	1	QLD – Helidon to Ravensbourne Road
1065=	1	QLD – Imbil
1065=	1	QLD – Inglewood, Roma, Severlea, Stanthorpe
1065=	1	QLD – Innisfail
1065=	1	QLD – Innisfail, Kandanga
1065=	1	QLD – Innisfail, Mackay, Burdekin area
1065=	1	QLD – Jawarra Park Berwah, QLD – Camp Cable
1065=	1	QLD – Jawarra Park, Beerwah, Hampton Toowoomba to Crowsnest Road
1065=	1	QLD – Jondaryan, Retro Siding
1065=	1	QLD – Kabra
1065=	1	QLD – Kallangur
1065=	1	QLD – Kallingra
1065=	1	QLD – Kenmore
1065=	1	QLD – Kilcoy, Stanley Creek Beerwah to Kilcoy Road, Moggill Creek Kenmore
1065=	1	QLD – Kin Kin
1065=	1	QLD – Koongal
1065=	1	QLD – Kurrimine NP, QLD – Davies Creek NP Atherton Tablelands
1065=	1	QLD – Kurrimine NP; NSW – Jenolan SF
1065=	1	QLD – Landsborough (Jawarra Park)
1065=	1	QLD – Lizard Island
1065=	1	QLD – Lyra
1065=	1	QLD – Manly, Ipswich
1065=	1	QLD – Mission Beach
1065=	1	QLD – Moggill, Kairi, Amiens
1065=	1	QLD – Montville
1065=	1	QLD – Morella, Longreach
1065=	1	QLD – Mossman River NP
1065=	1	QLD – Mount Coochin Beewah
1065=	1	QLD – Mount Mowbullan Bunya Mountains, Bunya Mountains NP
1065=	1	QLD – Mount Mowbullan Bunya Mountains, Mt Mowbullan Bunya Mountains NP 
1065=	1	QLD – Mount Surprise
1065=	1	QLD – Mount Tambourine
1065=	1	QLD – Mt Alford
1065=	1	QLD – Mt Elliott NP, Beerburrum, The Knoll NP Mount Tambourine
1065=	1	QLD – Mt Elliott, Mount Elliott NP
1065=	1	QLD – Mt Isa, Victoria Pt, Yeppoon
1065=	1	QLD – Mt Lucia
1065=	1	QLD – Mulambin Beach, Burrum Road
1065=	1	QLD – Mullambin Beach
1065=	1	QLD – Mulumbin Beach
1065=	1	QLD – Nambour, Redcliffe, Sunnybank
1065=	1	QLD – Nambour, Stanthorpe
1065=	1	QLD – Nashville
1065=	1	QLD – Nikenbah
1065=	1	QLD – Northgate
1065=	1	QLD – O’Reilly’s Guest House Lamington NP
1065=	1	QLD – Palm Grove NP Mount Tambourine
1065=	1	QLD – Palm Grove NP Mount Tambourine, Eungella NP
1065=	1	QLD – Palmerston Highway and Henderson Drive junction
1065=	1	QLD – Palmerston NP
1065=	1	QLD – Pioneer
1065=	1	QLD – Pioneer Lower Burdekin
1065=	1	QLD – Pozieres ; WA – Karragullen
1065=	1	QLD – Pozieres, Longpocket
1065=	1	QLD – Pozieres; NSW – Hyland SF
1065=	1	QLD – Poziers
1065=	1	QLD – Quarantine area Tallymorgan Road
1065=	1	QLD – Ravenshoe
1065=	1	QLD – Retro Siding
1065=	1	QLD – Rochedale, Wallangarra
1065=	1	QLD – Roma
1065=	1	QLD – Samford
1065=	1	QLD – Tambo, Toowoomba, Biloela
1065=	1	QLD – Tannymorel
1065=	1	QLD – The Knoll NP Mt Tambourine
1065=	1	QLD – Thornlands
1065=	1	QLD – Toogooloowah, Lowood
1065=	1	QLD – Toompine
1065=	1	QLD – Toowoomba to Crowsnets Road Hampton, Jawarra Park Beerwah
1065=	1	QLD – Tully
1065=	1	QLD – Tully, Mt Ninderry
1065=	1	QLD – Urangan
1065=	1	QLD – Valdora
1065=	1	QLD – Warrill View
1065=	1	QLD – West of Mount Garnett, 32 km west of Mount Garnett, King Edward River; NT – Katherine low level Native Park
1065=	1	QLD – Wolvi
1065=	1	QLD: Didillibah
1065=	1	SA - Alligator Gorge
1065=	1	SA - Recorded but now rare   TAS – Low incidence in wheat growing areas   VIC – Recorded but now rare  WA – Northern wheat areas
1065=	1	SA ; WA – Osborne Park
1065=	1	SA – Aldinga Scrub R, Para Wirra RP, Kyeema CP
1065=	1	SA – Alligator Gorge, Ferries-McDonald CP
1065=	1	SA – Bedford Park ; TAS – Common ; VIC – Wallan, Heatherton, Silvan, Warragul ; WA – Bassendean
1065=	1	SA – Belair NL, Glencoe :VIC – Ararat
1065=	1	SA – Black Springs, Manoora, occurs throughout most cropping regions
1065=	1	SA – Cape Jervis, Spring Mount CP; NSW – Morton NP
1065=	1	SA – Charleston CP, Marne Valley; VIC – Near Lock 8 Murray River
1065=	1	SA – Charleston CP, Parra Wirra RP, Totness RP
1065=	1	SA – Cox’s Scrub CP 
1065=	1	SA – Cox’s Scrub CP, Deep Creek CP
1065=	1	SA – Cox’s Scrub CP, Ferries-McDonald CP, Deep Creek CP
1065=	1	SA – Cox’s Scrub, Myponga CP
1065=	1	SA – Cromer CP, Cox’s Scrub
1065=	1	SA – Curramulka, Northfield, Roseworthy, Upper Yorke Penninsula, Eudunda Willunga, Milang, Crop damage associated.; WA – Beverley
1065=	1	SA – Deep Creek CP, Cape Jervis
1065=	1	SA – Deep Creek CP, Cape Jervis, Cox’s Scrub CP
1065=	1	SA – Deep Creek CP, Myponga CP
1065=	1	SA – Eudunda 
1065=	1	SA – Freeling
1065=	1	SA – Kuitpo
1065=	1	SA – Kuitpo Forest, Kyeema CP, Cape Jervis; TAS – Near Hellyer River; VIC – Near Murray River (Sunraysia), Mt William
1065=	1	SA – Kyeema CP, Cox’s Scrub CP, Spring Mount CP
1065=	1	SA – Kyeema CP, Totness Recreation Park, Spring Mount CP, Deep Creek CP
1065=	1	SA – Lenswood
1065=	1	SA – Manoora
1065=	1	SA – Marne Valley
1065=	1	SA – Mclaren Vale, Semaphore; VIC – Red Hills; WA – Swan
1065=	1	SA – Mt Bold; VIC – Burnley, Toolangi
1065=	1	SA – Murray Bridge ; VIC – Rutherglen
1065=	1	SA – Myponga CP, Cox’s Scrub CP, Kyeema CP
1065=	1	SA – Netherton
1065=	1	SA – Sandy Creek CP, Alligator Gorge, Spring Mount CP, Deep Creek CP
1065=	1	SA – Sandy Creek CP, Cromer CP
1065=	1	SA – Spring Mount CP, Alligator Gorge
1065=	1	SA – Spring Mount CP, Cox’s Scrub CP, Myponga, Kyeema CP, Deep Creek CP
1065=	1	SA – Tantanoola Forest
1065=	1	SA – Tanunda
1065=	1	SA – Totness RP, Aldinga Scrub, Kyeema CP; VIC – Victoria Valley Grampian Mountains, 32 km east of Lakes Entrance
1065=	1	SA – Widespread in mid north grain growing areas, crop damage associated
1065=	1	Swamp Rat (WL N4160)
1065=	1	TAS - Midlands (This record is now recognised as erroneous or eradicated)
1065=	1	TAS – Common
1065=	1	TAS – Derwent Bridge ; QLD – 57 km west of Mt Garnett, Paroo River Eulo, Forty Mile Scrub, NP ; SA – Gawler Ranges
1065=	1	Tolga
1065=	1	VIC - Cobram, Mildura
1065=	1	VIC – Burwood
1065=	1	VIC – Cabbage Tree to Marlo
1065=	1	VIC – Colquhoun SF
1065=	1	VIC – Croajingolong NP
1065=	1	VIC – Hattah
1065=	1	VIC – Kingslake NP, Mason Falls
1065=	1	VIC – Kingslake West
1065=	1	VIC – Melbourne
1065=	1	VIC – Melbourne, Wandin, Gembrook, Rosebud, Wandin East – crop damage associated and quarantine restrictions imposed; WA – Munster – crop damage associated, quaratine restrictions imposed
1065=	1	VIC – Nowa North
1065=	1	VIC – Red Cliffs
1065=	1	VIC – Thurra SF SE Vic, Lind NP, 32 km east of Lakes Entrance; NSW – Glenbog SF
1065=	1	VIC – Thurra SF, VIC – Lind NP
1065=	1	VIC – Toolangis, Healesville, Silvan
1065=	1	VIC – Wilsons Promontory Rennick
1065=	1	WA - Northam
1065=	1	WA – Ballidu
1065=	1	WA – Bedfor Park
1065=	1	WA – Bodallin Tulipa : TAS – Common
1065=	1	WA – Bunbury
1065=	1	WA – Carnarvon
1065=	1	WA – Collie
1065=	1	WA – Crawley
1065=	1	WA – Denmark
1065=	1	WA – Donnybrook
1065=	1	WA – Esperence
1065=	1	WA – Geraldton
1065=	1	WA – Geraldton, Narratarra
1065=	1	WA – Geraldton, Nothampton
1065=	1	WA – Lake Congarrie
1065=	1	WA – Leederville
1065=	1	WA – Medina
1065=	1	WA – Mosman
1065=	1	WA – Mosman Park
1065=	1	WA – Northampton
1065=	1	WA – Rockingham
1065=	1	WA – Upper Swan
1065=	1	WA – Waterloo
1065=	1	WL N3262
1065=	1	WL N4117
1065=	1	WL N4160
1065=	1	WL N4387
1065=	1	West Pakistan
1065=	1	White-footed Dunnart
1065=	1	Wild Cattle Creek SF, NSW – Beaury SF
1065=	1	Yellow-eyed Mullet
1065=	1	[<em>Protemnodon dorsalis</em>]
1065=	1	a possible association of adults with <i>Acacia papryocarpa</i> is also recorded
1065=	1	a species not now recorded from Australia
1065=	1	adults also occuring on flowers of <i>Angophora hispida, Melaleuca armillaris</i> and <i>Syzygium floribundum</i> [MYRTACEAE]
1065=	1	adults also occurring in <i>Casuarina</i> sp. [CASUARINACEAE]
1065=	1	adults also occurring in <i>Euroschinus falcata</i> [ANACARDIACEAE], <i>Ceratopetalum</i> sp. [CUNONIACEAE] <i>Muellerina eucalyptoides</i> [LORANTHACEAE], other <i>Angophora</i> spp., <i>Eucalyptus</i> spp., <i>Kunzea</i> sp., <i>Leptospermum polygalifolium</i>, <i>L. flavescens</i>, <i>Syzygium floribundum, Syzygium smithii, Tristaniopsis laurina</i> [MYRTACEAE], <i>Alphitonia excelsa</i> [RHAMNACEAE], <i>Cuttsia viburnea</i> [ROUSSEACEAE], <i>Scolopia braunii</i> [SALICACEAE] and <i>Guioa semiglauca</i> [SAPINDACEAE]
1065=	1	adults also occurring on <I>Cassinia</i> sp. [ASTERACEAE], <i>Allocasuarina nana, A. torulosa</i> [CASUARINACEAE], <i>Geissois biagiana</i> [CUNONIACEAE] <i>Buckinghamia celcissima, Cardwellia sublimis, Darlingia darlingiana, Grevillea baileyana</i> [PROTEACEAE], <I>Psydrax odorata</i> [RUBIACEAE] <i>Leptospermum</i> sp. <i>Syzygium floribundum, Syzygium smithii</i> and <i>Tristaniopsis laurina</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Acacia aneura</i> [FABACEAE], <i>Grevillea eriostachya</i> [MYRTACEAE] and <i>Pinus</i> sp. [PINACEAE]
1065=	1	adults also occurring on <i>Acacia linifolia</i> and <i>A. longifolia</i> [FABACEAE]
1065=	1	adults also occurring on <i>Acacia melanoxylon</i> [FABACEAE]
1065=	1	adults also occurring on <i>Alphitonia excelsa</i> [RHAMNACEAE], <i>Cuttsia viburnea </i>[ROUSSEACEAE], <i>Acronychia imperforata</i> [RUTACEAE] & <i>Guioa semiglauca</i> [SAPINDACEAE]
1065=	1	adults also occurring on <i>Angophora hispida, Baeckea stenophylla, Eucalyptus</i> spp., <i>Kunzea ambigua, K. ericoides, Leptospermum flavescens, L. polygalifolium, L. trinervium, Leptospermum</i> spp. and <i>Melaleuca linariifolia</i> [Myrtaceae]
1065=	1	adults also occurring on <i>Angophora hispida, Leptospermum flavescens </i>[MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on <i>Aphananthe philippinensis</i> [CANNABACEAE], <i>Elaeocarpus angustifolius</i> [ELAEOCARPACEAE], <i>Corymbia intermedia</i>, <i>Eucalyptus moluccana, Eucalyptus</i> spp., <i>Leptospermum</i> spp., <i>Syzigium tierneyanum, S. kuranda</i> [MYRTACEAE], <i>Buckinghamia celcissima, Grevillea baileyana, Macadamia whelanii</i> [PROTEACEAE], <i>Canthium odoratum, Psydrax odorata</i> [RUBIACEAE] and <i>Melicope elleryana</i> [RUTACEAE] and <i>Synima cordieri</i> [SAPINDACEAE]
1065=	1	adults also occurring on <i>Calytrix</i> sp. and <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on <i>Corymbia tessalaris</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Daucus carota</i> [APIACEAE], <i>Helichrysum</i> spp., <i>Olearia</i> spp. [ASTERACEAE], other undetermined <i>Leptospermum</i> spp. [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on <i>Dillwynia</i> spp., <i>Pultenaea acerosa, P. daphnoides, Pultenaea</i> spp. [FABACEAE] and <i>Leptospermum</i> spp.  [MYRTACEAE]
1065=	1	adults also occurring on <i>E. microtheca, E. moluccana</i> and other undetermined <i>Eucalyptus</i> sp.
1065=	1	adults also occurring on <i>Eremophila scoparia</i> and <i>Myoporum platycarpum</i> [SCROPHULARIACEAE]
1065=	1	adults also occurring on <i>Eucalyptus acmenioides, E. moluccana, E. ochrophloia</i> and <i>E. racemosa</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Eucalyptus acmenoides</i> & <i>E. ochrophloia</i>
1065=	1	adults also occurring on <i>Eucalyptus foecunda, E. uncinata, Melaleuca acuminata</i> & <i>M. thymifolia</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Eucalyptus moluccana, E. ochrophloia</i> [MYRTACEAE], <i>Bursaria spinosa</i> [PITTOSPORACEAE] and <i>Homalium brachybotrys</i> [SALICACEAE]
1065=	1	adults also occurring on <i>Eucalyptus nitens</i>
1065=	1	adults also occurring on <i>Eucalyptus ochrophloia</i>
1065=	1	adults also occurring on <i>Euclyptus ochrophloia</i> and <i>Leptospermum flavescens</i>
1065=	1	adults also occurring on <i>Geissois biagiana</i> [CUNONIACEAE] and <i>Grevillea baileyana</i> [PROTEACEAE]
1065=	1	adults also occurring on <i>Grevillea</i> sp. {PROTEACEAE]
1065=	1	adults also occurring on <i>Kunzea ambigua, Leptospermum flavescens</i>  and <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on <i>Leptospermum flavescens, L. polygalifolium</i> and <i>Syzygium smithii</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Leptospermum flavescens</i> & <i>L. morrisonii</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Leptospermum morrisonii, Leptospermum</i> sp. [MYRTACEAE] and <i>Lomatia fraseri</i> [PROTEACEAE]
1065=	1	adults also occurring on <i>Leptospermum</i> spp. and <i>Melaleuca</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on <i>Ozothamnus ferrugineus</i> [ASTERACEAE] and <i>Corymbia tessellaris</i> [MYRTACEAE]
1065=	1	adults also occurring on <i>Ozothamnus ferrugineus</i> [ASTERACEAE], <i>Acacia cincinnata, A. ingramii, A. longifolia, A. melanoxylon</i> [FABACEAE], <i>Corymbia tessellaris, Leptospermum flavescens, L. polygalifolium</i> [MYRTACEAE] and <i>Banksia marginata</i> [PROTEACEAE]
1065=	1	adults also occurring on <i>Planchonia careya</i> [LECYTHIDACEAE]
1065=	1	adults also occurring on <i>Terminalia petiolaris</i>; <i>Pleiogynium cerasiferum</i> [ANACARDIACEAE]; <i>Planchonia careya</i> [LECYTHIDACEAE]; and <i>Acacia bidwillii</i> [FABACEAE]
1065=	1	adults also occurring on <i>Themeda australis</i> [POACEAE]
1065=	1	adults also occurring on Eucalyptus ochrophloia
1065=	1	adults also occurring on Myoporum sp. [SCROPHULARIACEAE]
1065=	1	adults also occurring on flowering stems of <i>Pultenaea subternata</i> [FABACEAE]
1065=	1	adults also occurring on flowers and foliage of <i>Dillwynia sericea</i> and foliage of other undetermined <i>Dillwynia</i> spp. [FABACEAE]
1065=	1	adults also occurring on flowers of <i>A. hispida, Eucalyptus</i> sp. <i>Kunzea ericoides, Leptospermum flavescens</i> [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Actinotus helianthi</i> [APIACEAE] <i>Eucalyptus</i> spp., <i>Kunzea ambigua, Kunzea</i> spp., <i>Leptospermum polygalifolium, Leptospermum</i> spp. [MYRTACEAE] and <i>Conospermum</i> sp./spp. [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Actinotus helianthi</i> [APIACEAE], <i>Cassinia</i> sp. [ASTERACEAE], <I>Epacris microphylla</i> [EPACRIDACEAE], <i>Angophora woodsiana, Backhousia myrtifolia, Baeckea stenophylla, Kunzea ambigua, Leptospermum juniperinum, L. polygalifolium, L. trinervium, L. whitei</i> [MYRTACEAE] and <i>Bursaria spinosa</i> [PITTOSPORACEAE].
1065=	1	adults also occurring on flowers of <i>Angophora bakeri, A. floribunda, A. hispida, Eucalyptus</i> sp., <i>Leptospermum flavescens, L. polygalifolium</i> and other undetermined <i>Leptospermum</i> sp [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora bakeri, A. floribunda, Leptospermum morrisonii, L. polygalifolium</i> [MYRTACEAE] and <I>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora floribunda, A. hispida, Eucalyptus piperita, Eucalyptus</i> spp., <i>Leptospermum flavescens, L. morrisonii, Leptospermum</i> sp., <i>Baeckea</i> sp. [MYRTACEAE] & <i>Cassinia</i> sp. [ASTERACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora floribunda, A. hispida</i>, other undetermined <i>Leptospermum</i> sp., <i>Eucalyptus</i> sp., <i>Syzygium smithii</i> [MYRTACEAE] and <i>Alphitonia excelsa</i> [RHAMNACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida Kunzea ambigua, K. ericoides, Leptospermum polygalifolium</i> and <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Angophora</i> spp., <i>Eucalyptus</i> spp., <i>Kunzea ambigua, Kunzea</i> spp., <i>Leptospermum trinervium</i>, <i>Leptospermum</i> spp. [MYRTACEAE] and <i>Hakea teretifolia</i> [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Baeckea stenophylla, Corymbia polycarpa, Eucalyptus acmenioides, Kunzea ambigua, K. ericoides, Leptospermum juniperinum, L. myrtifolium, L. polygalifolium, L. trinervium</i> and other undetermined <i>Leptospermum</i> sp. [MYRTACEAE].
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Baeckea</i> spp., <i>Eucalyptus</i> spp., <i>Kunzea ambigua, Leptospermum trinervium</i> and other undetermined <i>Leptospermum</i> spp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Baeckea</i> spp., <i>Eucalyptus</i> spp., <i>Kunzea ericoides</i> and <i>Syzygium floribundum</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Calytrix</i> sp., <i>Leptospermum myrsinoides, Melaleuca</i> sp. [MYRTACEAE] and <i>Cassinia</i> sp. [ASTERACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Eucalyptus sieberi, Kunzea ericoides, Leptospermum polygalifolium and L. whitei, Melaleuca</i> sp., <i>Syzygium floribundum</i> [MYRTACEAE], <i>Ceratopetalum gummiferum</i> [CUNONIACEAE] and <i>Alphitonia excelsa</i> [RHAMNACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Eucalyptus</i> sp. <i>Kunzea ambigua, Leptospermum polygalifolium, Leptospermum</i> sp [MYRTACEAE] and <i>Ozothamnus ferrugineus</i> [ASTERACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Kunzea ambigua, Leptospermum flavescens, Melaleuca</i> sp. [MYRTACEAE], <i>Conospermum taxifolium</i> and <i>Grevillea</i> sp. [PROTEACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida, Leptospermum flavescens, L. morrisonii</i> and <i>Baeckea</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora hispida</i> and other undetermined <i>Eucalyptus</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora woodsiana, Angophora</i> spp., <i>Eucalyptus paniculata, Eucalyptus spp., Leptospermum flavescens, Melaleuca pauperiflora</i> [MYRTACEAE] and <i>Busaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Angophora woodsiana</i>, <i>Eucalyptus racemosa</i>, <i>Eucalyptus</i> sp. [MYRTACEAE], <i>Bursaria spinosa</i> [PITTOSPORACEAE] and <i>Homalium brachybotrys</i> [SALICACEAE]
1065=	1	adults also occurring on flowers of <i>Aphananthe philippinensis</i> [CANNABACEAE], <i>Corymbia gummifera</i>, <i>C. torelliana</i> [MYRTACEAE] and <i>Geissois biagiana</i> [CUNONIACEAE]
1065=	1	adults also occurring on flowers of <i>Baeckea</i> sp. and <i>Eucalyptus</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Baeckea</i> sp. and <i>Eucalyptus</i> sp.
1065=	1	adults also occurring on flowers of <i>Baeckea</i> sp. and <i>Leptospermum</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Buckinghamia celcissima, Cardwellia sublimis, Grevillea baileyana</i> [PROTEACEAE] & <i>Psydrax odorata</i> [RUBIACEAE]
1065=	1	adults also occurring on flowers of <i>Bursaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Bursaria spinosa</i>, <i>Melicope platynema</i> [RUTACEAE] and <i>Homalium brachybotrys</i> [SALICACEAE]
1065=	1	adults also occurring on flowers of <i>Busaria spinosa</i> [PITTOSPORACEAE]
1065=	1	adults also occurring on flowers of <i>Callistemon sieberi, Kunzea ambigua,  Leptospermum flavescens</i>, other undetermined <i>Leptospermum</i> sp., <i>Syzygium floribundum, Syzygium smithii</i> and <i>Tristaniopsis laurina</i> [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Calytrix tetragona, Kunzea ambigua, Leptospermum flavescens, L. parvifolium, L. polygalifolium, L. trinervium,  other undetermined Leptospermum</i> sp. [MYRTACEAE], <i>Eriostemon australasius</i> [RUTACEAE] and flowering shrubs on white sandhills and purple daisies
1065=	1	adults also occurring on flowers of <i>Calytrix</i> sp. [MYRTACEAE]
1065=	1	adults also occurring on flowers of <i>Calytrix</i> sp. and other myrtaceous shrubs
