rank	count	Locality
968=	2	Lamb Range, 19km SE Mareeba
968=	2	Lambs Head, 10 km W Edmonton
968=	2	Legana
968=	2	Leura
968=	2	Lochada, 6.13km SE Boiada Camp
968=	2	Lochada, Bardeny Bore and Tank
968=	2	Lucindale
968=	2	Macdonald PM, Sydney, vanc. ISL
968=	2	Magela Creek, 1km NNW of Mudginbarry HS.
968=	2	Malanda Falls
968=	2	Manly Dam, Sydney
968=	2	Margaret R. Overflow 3km W Curdimurka
968=	2	Mary Cairncross Park
968=	2	McPartlan Pass
968=	2	Mittagong
968=	2	Mossman Bluff Track, 5-10km W Mossman, site 9
968=	2	Mossman Bluff Track,5-10km W Mossman&#40;Site1&#41;
968=	2	Mount Fort William, via Kalpowar
968=	2	Mt Barrow
968=	2	Mt Bartle Frere, West side
968=	2	Mt Buffalo
968=	2	Mt Claude
968=	2	Mt Finnigan, site 5
968=	2	Mt Formartine South, 10km N Kuranda
968=	2	Mt Hugh Nelson, SE shoulder
968=	2	Mt Lewis Rd, 11km from H'way &#40;Site 1&#41;
968=	2	Mt Lewis Rd, 22km from H'way
968=	2	Mt Misery, summit
968=	2	Mt Nardi
968=	2	Mt Spurgeon summit
968=	2	Mt Tamborine National Park
968=	2	Mt Victoria
968=	2	Mt Williams
968=	2	Mt. Tambourine
968=	2	Mt. Wedge Eyre. Pen.
968=	2	Mt. Wellington
968=	2	Munmorah State Rec.
968=	2	Murchison Road, right lane
968=	2	N bank of Rocky Run Ck at jnct W costal trail to Boat Harbour
968=	2	N. Flinder's Ra, Yudnamutana Gorge
968=	2	NE slope of Little Mountain &#40;just W of Karuah Rd&#41;
968=	2	Namadgi National Park, 25.6km S Glendale Depot on Boboyan Road
968=	2	Nangur SF
968=	2	Neds Corner, Neds Corner makeshift junkyard near homestead
968=	2	Newell Beach
968=	2	Nipping Gully, site 5
968=	2	Nyah State Forest, banks of Murray River
968=	2	Nyngan
968=	2	Ooldea
968=	2	Patriarch Inlet
968=	2	Picadilly Cir., ACT
968=	2	Pilbara Dist., 21 km NW of Tom Price
968=	2	Pilbara Dist., Shay Gap Rd 76.3 km S of Great Northern Hiway
968=	2	Pillaga Scrub, 8 km N of Coonabarabran
968=	2	Pilot Hill
968=	2	Pilot Hill, Bago Forest, near Batlow
968=	2	Pioneer U. V. L.
968=	2	Putty Road, Colo River crossing
968=	2	Ransome Reserve
968=	2	Roma
968=	2	Royal National Park, Bundeena Rd
968=	2	Russell R. at Belleden Ker Landing
968=	2	S. Coorong coastal sandhills
968=	2	Savage Is., Pieman River
968=	2	Sawpit Creek, Mt. Kosciusko
968=	2	Schlink Pass, Kosciusko NP
968=	2	Serdang
968=	2	Serpentine Forest, 3.6 km E of Marlborough Hwy
968=	2	Sindanglaya
968=	2	South Australia
968=	2	South Bell Peak, Malbon Thompson Ra.
968=	2	St. Forest W of Ulladulla, above Carters Creek
968=	2	Stephen I, Torres Strait
968=	2	Stirling Range,N. P South quarter
968=	2	Teatree Gully,  Ansteys Hill Reserve
968=	2	The Boulders, Babinda
968=	2	Transit Hill, south slope
968=	2	Tully Falls National Park
968=	2	Upper Path Rd.
968=	2	Vaucluse
968=	2	Wallaman Falls Rd,junction
968=	2	Walpole-Nornalup National Park just W of Walpole
968=	2	Warburton
968=	2	Warradale
968=	2	West Ponit, 3km E
968=	2	Whitfield Ra. Forest Reserve, Cairns
968=	2	Wilson’s Promontory
968=	2	Windsor Tableland, 5.7km past barracks
968=	2	Wirrulla
968=	2	Wongabel State Forest
968=	2	Wyening
968=	2	Yarraman
968=	2	along Rd to 18 Mile Swamp N. Stradbroke Island
968=	2	approx. 24 km NNW of Gloucester
968=	2	jct of Agana Kalbarri Rd and Hawkes Head Rd, Kalbarri National Park
968=	2	near Ravenshoe
968=	2	near Victory Well, Everard Pk. Stn
968=	2	nr Pullabooka S.F.
968=	2	~ 44 km W of Stuart Hiway on Ernest Giles Rd
1195=	1	0.4km S along Barrington Trail from southern Green Gap turnoff, Stewarts Brook State Forest
1195=	1	0.5km W of Millstream
1195=	1	1 km SE of Mt. Cook
1195=	1	1 km W of Sth Durras Northead Rd
1195=	1	1.5km NNW Horne Lookout E Bascombe Wells Conservation Park, Kappawanta Basin Eyre Pen
1195=	1	1.5km NW Moruya, Moruya River
1195=	1	10 km E by N of Mt. Cahill
1195=	1	10 km ENE Wongan Hills
1195=	1	10 mi from Dorrigo on Ebor Rd
1195=	1	11 km S Robe
1195=	1	11 km S of Eneabba, Eneabba National Park [96-50]
1195=	1	11 km W of Coonabarabran
1195=	1	11.5 km NE of Wooltana Homestead
1195=	1	110 km E of Norseman
1195=	1	116.1 km NW of Bond Springs on Tanami Rd
1195=	1	12 km E Southern Cross
1195=	1	12 km N of Bronte Park on Marlborough Hwy
1195=	1	12 km NNW of Mt. Cahill
1195=	1	12-mile" via Broome
1195=	1	12.5 km W of Minilya-Exmouth Rd on Knife Rd, Cape Range National Park &#40;picnic spot&#41;
1195=	1	12.8km NW of Mt. Molloy, on Hwy 81
1195=	1	13 mi WSW of Collie
1195=	1	13.2 km NW Cheesman Peak
1195=	1	14mi W. Southern Cross
1195=	1	15 mi E. Ravensthorpe
1195=	1	17km NW of Henbury Homestead, 20km from Stuart highway
1195=	1	18 km S of Bews, Ngarkat Cons. Park
1195=	1	2 km S of Hamilton HS
1195=	1	2 km W. Mt Cattley
1195=	1	2 mi SE of Wanna, Lincoln National Park, Eyre Peninsula
1195=	1	2 mls NW of Crafers
1195=	1	2.0km W Cape Tribulation. Site 4
1195=	1	2.0km WNW Cape Tribulation. Site 2
1195=	1	2.5km SW of Mt Hartley
1195=	1	2.9 km SSE Yarraman
1195=	1	20 km E of Retreat &#40;W. of Uralla&#41;
1195=	1	20 km S of Wirramirra HS
1195=	1	23 km NE of Denmark [WA024A]
1195=	1	23 km SE by S of Byrock
1195=	1	23.82km SE of Mount Minnie Homestead: Old Cane River Homestead
1195=	1	23km S of Mount Minnie homestead; 532m NE of road at "The Range
1195=	1	24km NNW Heathlands
1195=	1	26 km E of Yarraman
1195=	1	3 km ENE of Cape Borda
1195=	1	3 km N of Lansdowne, via Taree
1195=	1	3 km S Pine Mt
1195=	1	3 mls ESE of Burnie
1195=	1	3.2km S of Lolworth Homestead
1195=	1	30 km N of Kalbarri turnoff &#40;right lane&#41;
1195=	1	30.5km W of Bruce Highway &#40;before Woodstock&#41;
1195=	1	37 km W of Retreat &#40;20 km E Manilla&#41;
1195=	1	38 mi from Armidale on the road to Grafton
1195=	1	39 km E of Lake King
1195=	1	3km E. Wedderbum
1195=	1	3km ENE. of Mt. Tozer, nr. Iron Range Nat. Park
1195=	1	3km N. of Eddystone Point
1195=	1	3km NE Mt. Webb
1195=	1	4 km NNW Landsdowne
1195=	1	4 km NNW of Lansdowne
1195=	1	4 km S by W of Mining Camp, Mitchell Plateau, Kimberley District
1195=	1	4 km S of Cann River
1195=	1	4 mi N Eden
1195=	1	4 mi W of Paluma
1195=	1	4.2 km SE of Marlborough Rd on Top Marshes Conservation Area Rd &#40;25.2km NE of Bronte Park&#41;
1195=	1	45 km N of Quilpie
1195=	1	45 km S. E. of Nyngan
1195=	1	4km E of Greenhead
1195=	1	5 miles E of Cardstone
1195=	1	5.4 km N of Yunta
1195=	1	57 km N of Windy Corner
1195=	1	5km W Monga
1195=	1	6km S. of Falmouth
1195=	1	6km SW by S of Oenpelli
1195=	1	7 km NE of Muchea, Barraca Nat. Reserve
1195=	1	7 km NW by N of Cahills Crossing, East Alligator River
1195=	1	7.9 km N of Ravensthorpe
1195=	1	78.5 km S of Overlander
1195=	1	7km NEbye of Mt. Wedge
1195=	1	8 km E Salmon Gums
1195=	1	84.3km W of Home Valley Station on Gibb River Rd
1195=	1	8km NNW Bullita, Gregory Nat. Pk.
1195=	1	9 km E of Lake King
1195=	1	9 km E of Retreat &#40;W of Uralla&#41;
1195=	1	9 km WNW of Andamooka HS.
1195=	1	9 miles N.W. Padthaway
1195=	1	Acacia Ridge, Brisbane, S.E.Q.
1195=	1	Albany
1195=	1	Albert River &#40;Right Branch&#41;, Lamington N.P.
1195=	1	Alpime Creek
1195=	1	Applethorpe site
1195=	1	Armstrong R. crossing 6km S of Top Spring
1195=	1	Aroona Spring, near Copley
1195=	1	Arthur-Pieman Conservation Area, Mt Edith &#40;TMAG7&#41;
1195=	1	Asbestos Range
1195=	1	Ashton Park
1195=	1	Atherton Tableland, 14.5km SW of Atherton
1195=	1	Atherton Tableland, Tully Falls Road
1195=	1	Australien
1195=	1	Babel Island, Furneaux Group
1195=	1	Badja Fire Trail, Badja State Forest, Site 2
1195=	1	Balcanoona Creek - N.Flinders Ranges
1195=	1	Bald Mountain area, via Emu Vale
1195=	1	Barber Hill
1195=	1	Bartle Frere, W base
1195=	1	Bathurst
1195=	1	Bay Road, Berowra Waters
1195=	1	Beenleigh
1195=	1	Beerwah State Forest
1195=	1	Belair
1195=	1	Belanglo State Forest
1195=	1	Bellenden Ker Ra, summit TV Stn
1195=	1	Bellenden Ker Range, Cableway Base Stn
1195=	1	Bellenden Ker Range, NQ Westgid Ck &#40;Nth.Branch&#41;
1195=	1	Bellenden Ker Range, summit TV Station
1195=	1	Bellevue Hill
1195=	1	Below Aroona Dam
1195=	1	Ben Boyd N.P. Bittangabee nr Green Cape
1195=	1	Ben Boyd National Park, Green Cape
1195=	1	Bendora
1195=	1	Bentinck Is.
1195=	1	Big Mitchell Ck., Mareeba-Molloy Road
1195=	1	Big Tableland, NE corner
1195=	1	Biggenden
1195=	1	Bisiatabu
1195=	1	Black Mtn, ACT
1195=	1	Blon Ering Dam
1195=	1	Blue Mountains
1195=	1	BlueLake Beach, N. Stradbroke Is.
1195=	1	Bluewater Range, 50km WNW Townsville, N.E. Qld
1195=	1	Blundells Ck.
1195=	1	Boat Mountain, E.P.
1195=	1	Bola Creek Royal National Park
1195=	1	Bold Park
1195=	1	Bonnys Camp 9.5km NNW Pitlochry HS
1195=	1	Boombana NP, site 1
1195=	1	Boorabbin Rock
1195=	1	Booti Booti National Park
1195=	1	Border Ranges NP, Brindle Creek
1195=	1	Boulder Creek, via Tully
1195=	1	Bowerbird, Magela Creek
1195=	1	Bowraville
1195=	1	Brandy Creek
1195=	1	Breakneck Ck. Flinder's Chase Cons. Pk.
1195=	1	Brentwood
1195=	1	Brisbane,Corinda
1195=	1	Brisbane,Redbank
1195=	1	Brogo River, Pacific Hiway 15 km N of Bega
1195=	1	Broken River, Eungella
1195=	1	Brooklyn
1195=	1	Broomehill
1195=	1	Broulee 7mls NE of Moruya
1195=	1	Brown Mountain
1195=	1	Bruny I.,tasmania
1195=	1	Bullita outstation
1195=	1	Bulls
1195=	1	Bumberry Creek Fire Trail, Wadbilliga National Park, Site 1
1195=	1	Bundaberg
1195=	1	Bundeena
1195=	1	Bunya Mtns
1195=	1	Bunya Mts, Mowbullan
1195=	1	Bunyung Staion via Morgan
1195=	1	Burghley Park
1195=	1	Burma Road Reserve, 30 km E Walkaway
1195=	1	Burrumbeet Brook, 2.5 km NE Corang Peak, &#40;Budawang NP&#41;
1195=	1	Byron Bay
1195=	1	CSIRO orchard, Ginninderra
1195=	1	CSIRO plot, ‘Millpost’ Bungendore
1195=	1	Cairn Curren Reservoir Via Maldon
1195=	1	Cameron Ck, upper
1195=	1	Cannuwaukaninna Duna, 16km W of Etadunna Homestead
1195=	1	Cape Tribulation
1195=	1	Cape Tribulation, 4.5km W &#40;Site 9&#41;
1195=	1	Cape Tribulation, Pilgrim Sands
1195=	1	Cape York Peninsula, Pandanus Rd off Cape Tribulation Rd, Daintree National Park
1195=	1	Cape York Peninsula: ca. 9km N of Palmer River on Hwy 81
1195=	1	Cape York, Lockerbie
1195=	1	Capel Dist., 18 miles south of Bunbury
1195=	1	Captain Billy Creek, Cape York Pen., N. QLD
1195=	1	Cardwell
1195=	1	Carpenters Rocks &#40;SE&#41;
1195=	1	Central station, Fraser Island, S.E.Q
1195=	1	Charles Darwin Reserve, 3.6km E White Wells
1195=	1	Charles Darwin Reserve, S of homestead on track to White Dam
1195=	1	Chichester S.F., Allyn River Forest Rd
1195=	1	Christmas Island nr Grants Well
1195=	1	Christmas Island, nr. North West Point
1195=	1	Clermont
1195=	1	Collinsfield
1195=	1	Comboyne
1195=	1	Comerong Island near Nowra
1195=	1	Condominium Ck NW
1195=	1	Cook
1195=	1	Cooks Hut, Iron Range,
1195=	1	Coolah
1195=	1	Coolangata
1195=	1	Cooloola
1195=	1	Cooper Creek, 10 ml N of Daintree River
1195=	1	Cooper Creek, 11km S by W of Nimbuwah Rock
1195=	1	Cooper Park, Bellevue Hill
1195=	1	Cooping
1195=	1	Copping
1195=	1	Corringle SF, narrow linear. Subsite A.
1195=	1	Cradle Mt
1195=	1	Cradle Valley
1195=	1	Credo Station, 162m from Reptile Dam
1195=	1	Credo Station, 250m W of Coolgardie Nth Rd, NW of Sixty-One Dam
1195=	1	Credo Station, 4.9km along Telstra track off Coolgardie Nth Rd
1195=	1	Credo Station, Emu Rock Dam
1195=	1	Credo Station, SW of Small Turkey Dam, NE of Old FiftyFour Dam
1195=	1	Credo Station, off track S of Government Dam
1195=	1	Credo Station, track to 'Pole on the Road' Dam
1195=	1	Crocodile Ck nr Dorisvale M.T.
1195=	1	Cunnamulla
1195=	1	Curtain Fig tower, 2km SW Yungaburra
1195=	1	Curtain Fig, 2km SW Yungaburra
1195=	1	Daly River
1195=	1	Danbulla
1195=	1	Darlington
1195=	1	Darlington &#40;Perth&#41;
1195=	1	Darwin
1195=	1	Davidson’s property hmstd, Tamborine Mtn
1195=	1	Davies Ck Road, 20km ESE Mareeba
1195=	1	Davies Creek National Park, 6km SE of Kennedy Hwy on Davies Creek Rd
1195=	1	Deep Creek Cons. Pk.
1195=	1	Denonport, Stoney Rise MV
1195=	1	Devils Thumb, 10km NW Mossman
1195=	1	Devils Thumb, 12km NW Mossman
1195=	1	Devonport, Cone Trap Src
1195=	1	Dickey Cooper Cr.,  Kosciusko NP
1195=	1	Dinden SF, Lamb Range, base of Kahlpahlim Rock track, ca. 15km SE of Kennedy Hwy on Davies Creek Rd
1195=	1	Dividing Range, 15 km W. of Captain Billy Creek, Cape York Pen, N. QLD
1195=	1	Dorrigo NP, Never Never picnic site
1195=	1	Dragon Rocks National Park
1195=	1	Drover's Cave National Park, 10 km NE of Jurien &#40;jn of rd to Jurien with rd to Drover's Cove&#41; [WA009]
1195=	1	Drysdale River
1195=	1	Dunbulla State Forest 1 km NW of Cathedral Fig Tree
1195=	1	Dundowran
1195=	1	Dunes Seal Bay
1195=	1	Durack Brisbane
1195=	1	E of Taree, Manning Point
1195=	1	E. Dorrigo
1195=	1	Earl Hill, N. of Cairns
1195=	1	East Woodmillar
1195=	1	East-West Park Track
1195=	1	Elliott
1195=	1	Enogerra Reservoir, site 3
1195=	1	Entrance to Chambers Gorge
1195=	1	Eugenana
1195=	1	Eugenanr, Arboretum
1195=	1	Eungella National Park
1195=	1	Eurimbula  SE of Gladestone
1195=	1	Eyre Pen. Carapee Hill
1195=	1	Eyre Pen. Marble Rg.
1195=	1	Eyre Pen. Wedina Well
1195=	1	Eyre Peninsula, 4 km N. Mt. Drummond
1195=	1	Finke Gorge National Park, near Palm Valley campground,
1195=	1	Fire Trail off Sydney to Bulli Walk on Helensburgh/Stanwell Park roundabout on Old Prices Hwy
1195=	1	Fitzroy Is.
1195=	1	Flat Rock, State Forest
1195=	1	Fletcher, nr. Stanthorpe
1195=	1	Forth Peas Flowering
1195=	1	Frank Hann National Park, 37 km E of Lake King
1195=	1	Frankford
1195=	1	Franklin, Vic
1195=	1	Fremantle
1195=	1	Frenchman Bay, S of Albany
1195=	1	Freshwater Pt.
1195=	1	GPS Spring at 8km E by N Jarrnarm Keep River Nat. Pk
1195=	1	Gibraltar Creek
1195=	1	Gibraltar Range N.P.
1195=	1	Gibraltar Range, via Glen Innes
1195=	1	Glebe Gully, Randwick
1195=	1	Glen Innes
1195=	1	Glen Witheren
1195=	1	Glen Witheren", general
1195=	1	Glendale Depot
1195=	1	Glenelg River Reserve
1195=	1	Glenmarggic weir
1195=	1	Goodiman State Conservation Area
1195=	1	Goodwood
1195=	1	Gowerie Park
1195=	1	Granite Gorge
1195=	1	Grants Well. Christmas Is
1195=	1	Great Vict. Desert, Vehicle net 0-60km S Vokes Hill Corner
1195=	1	Greenough
1195=	1	Grilambone Rd., 5.4 km S of junction with Monkey Bridge
1195=	1	Gunningbland SF
1195=	1	Gwydir Hwy. E side Gibraltar Range
1195=	1	Halfway Scrub, Babel Is., Furneaux Gr.
1195=	1	Hallett Cove
1195=	1	Hallett Cove, 20 km SW of Adelaide
1195=	1	Hamelin Pool, Shark Bay
1195=	1	Hann Tableland &#40;North End&#41;
1195=	1	Happy Jack River Gorge Snowy Mts, S. E., under ground cover
1195=	1	Harrington 3-5Km NE of
1195=	1	Hazelbrook
1195=	1	Helicopter Drop Site 2, Cat's Eye Pool
1195=	1	Henbury Station, 310m W of Henbury Homestead
1195=	1	Henbury Station, Claypan, 20.7km SE from Henbury Homestead
1195=	1	Henbury Station, track for Eastern corner towards Rockhole Bore
1195=	1	Highvale
1195=	1	Hill River Nature Reserve [WA010]
1195=	1	Hilltop, 18km N of Mt Lewis
1195=	1	Hiltaba: Barber hill, S of Hiltaba Shearer's Quarters
1195=	1	Hiltaba: E of Hiltaba Shearers Quarters, along Pretty Point Road
1195=	1	Home Valley Station
1195=	1	Hornsby
1195=	1	Hovea
1195=	1	Hugel R., L. St. Clair
1195=	1	Hugh Nelson Ra., 2.5km S of Crater NP
1195=	1	Huon R.
1195=	1	Hyde Park, Sydney
1195=	1	I. Sutherland
1195=	1	In flight 2km North Kellevie
1195=	1	Indooroopilly
1195=	1	Ingham
1195=	1	Isley Hills
1195=	1	Jenolan
1195=	1	Jervis Bay
1195=	1	Jim Jim Creek, 19 km WSW of Mt. Cahill
1195=	1	Jindabyne
1195=	1	Kakadu NP, Karl Plain nr Obiri Rock &#40;Ubirr Rock&#41;
1195=	1	Kakadu National Park, Nourlangie Camp
1195=	1	Kanangra-Boyd NP, Kanangra Rd, 500 m SW Kanangra Walls carpark
1195=	1	Kangaroo Gully, 1km NW Brookton Hwy
1195=	1	Karang Walk
1195=	1	Karoola
1195=	1	Katamning
1195=	1	Kennedy Lakes via North QLD. 1 km along Elbow Crk Rd.
1195=	1	Kevill Road, 4 km W of Margaret River
1195=	1	Ki Western R. Cons. Pk. Sweeping veg. Central Ridge Rd
1195=	1	Kiandra to summit Mt. Selwyn
1195=	1	Kimberley Dist., 195 km ESE of Fitzroy Crossing on Great Northern Hiway
1195=	1	Kimberley Dist., Dampier Peninsula, 12.9 km W of Cape Leveque Rd
1195=	1	King, I.
1195=	1	Kirrama Range
1195=	1	Kirrama Range, via Kennedy
1195=	1	Koongarra 15 km E of Mt. Cahill
1195=	1	Kosciuszko National Park, 2.4km N of Snowy Mountan Highway on Tantangara Rd
1195=	1	Kosciuszko National Park, Pocket Saddle Rd
1195=	1	Ku-Ring-Gai Chase National Park, McCarrs Creek, West Head Rd.
1195=	1	Kuranda &#40;Top of the Range&#41; 19 Butler Dr
1195=	1	Kuranda Range State Forest, Black Mtn. Road, N. Qld
1195=	1	Kuranda, Black Mt. Rd.
1195=	1	Kuring-gai Chase, America Bay
1195=	1	LSC Rufus Canal Road East
1195=	1	Lake Barrine
1195=	1	Lake Bennett area, c. 25km SE of Manton Dam
1195=	1	Lake Condah
1195=	1	Lake Eacham, N.QLD
1195=	1	Lam. Nat. Pk.
1195=	1	Lambs Head, 10km W Edmonton
1195=	1	Lambs Head, East end
1195=	1	Leichhardt Creek, upper
1195=	1	Lemington National Park
1195=	1	Lever's Plat.
1195=	1	Limestone Gorge
1195=	1	Lindfield
1195=	1	Lindisfarne
1195=	1	Link Rd., Monga State Forest
1195=	1	Lismore District
1195=	1	Little Desert National Park, west end McDonald Hiway
1195=	1	Lochada, Kelly Well
1195=	1	Long Gully, Robe district
1195=	1	Lord Howe Is, Stephens Reserve, New Settlement
1195=	1	Lord Howe Island
1195=	1	Lord Howe Island, North Bay
1195=	1	Lord Howe Island: Mt Gower track
1195=	1	Lucemes Cambridge
1195=	1	Luncindale
1195=	1	Macquarie Lakes Dist., Cooranbong
1195=	1	Magela Creek, 9km. SSE of Mudginbarry HS.
1195=	1	Magill
1195=	1	Manly
1195=	1	Manning Point, approx. 20 km E of Taree
1195=	1	Marandoo Camp
1195=	1	Margaret Riv.
1195=	1	Margate Tasmania
1195=	1	Martin's Well, West Kimberley
1195=	1	Mature riparian strip, Denman Vineyard at Denman, Upper Hunter River
1195=	1	McArthur R 48 km SWbyS of Borroloola
1195=	1	McDowall Ra, 17km N Daintree
1195=	1	McIvor R. Xing, 40 km N. of Cooktown
1195=	1	Melville Island
1195=	1	Millaa Millaa Falls
1195=	1	Minnamurra Falls nr Kiama
1195=	1	Minnie Downs, NE corner of S.A.
1195=	1	Minyon Falls Whian Whian State Forest
1195=	1	Mission beach
1195=	1	Monga
1195=	1	Montagu Bay
1195=	1	Montagu Plains
1195=	1	Moola Bulla via Halls Creek
1195=	1	Mooney Mooney Creek, picnic area
1195=	1	Morgan
1195=	1	Mornington Island Mission
1195=	1	Mossman Bluff Summit, 10 km W Mossman
1195=	1	Mossman Bluff Track, 10km W Mossman, Site 8
1195=	1	Mossman Bluff Track, 4-10km W Mossman
1195=	1	Mossman Bluff Track, 5-10km W Mossman, Site 5
1195=	1	Mossman Bluff Track, 5-10km W Mossman, site 10
1195=	1	Mossman Bluff Track, 5-10km W Mossman, site 8
1195=	1	Mossman Bluff Track, 9km W Mossman, Site 6
1195=	1	Mossman Bluff Track,5-10km W Mossman&#40;Site 4&#41;
1195=	1	Mossman Gorge
1195=	1	Mossman Gorge, Daintree Nat Park
1195=	1	Mount Asplenium
1195=	1	Mount Keira
1195=	1	Mount Lofty
1195=	1	Mount Tomah
1195=	1	Mount William National Park, Summit of Mount William
1195=	1	Mruphys Flats Granton
1195=	1	Mt Aberdeen, Nth Summit
1195=	1	Mt Anne
1195=	1	Mt Bithongabel, Lamington NP
1195=	1	Mt Blackwood
1195=	1	Mt Blllenden ker, Center Peak Summit
1195=	1	Mt Boolbun Sth
1195=	1	Mt Boolburn South
1195=	1	Mt Coot-tha, Bribane
1195=	1	Mt Demi summit, 7km SW Mossman
1195=	1	Mt Eliza
1195=	1	Mt Elliot NP, Upper North Ck
1195=	1	Mt Field NP Lake Fenton, by dam
1195=	1	Mt Finnigan via Helenvale
1195=	1	Mt Glorious
1195=	1	Mt Gower walking track
1195=	1	Mt Graham, 8km N Abergowrie
1195=	1	Mt Hartley
1195=	1	Mt Kinabulu
1195=	1	Mt Lewis Rd, 16km from Highway
1195=	1	Mt Lewis Rd,16km from H'way &#40;Site 2&#41;
1195=	1	Mt Lewis Rd. end 10km N Mt. Lewis
1195=	1	Mt Lewis Road, 29 km from Highway
1195=	1	Mt Lofty
1195=	1	Mt Misery road
1195=	1	Mt Murray Prior
1195=	1	Mt Nelson
1195=	1	Mt Pieter-Botte, E slopes
1195=	1	Mt Spurgeon, 0.5km SE of
1195=	1	Mt Tenison Woods
1195=	1	Mt Tomah
1195=	1	Mt Wellington
1195=	1	Mt Williams 0.5km NW
1195=	1	Mt. Brockman 14km S by E of Mudginbarry HS.
1195=	1	Mt. Dromedary
1195=	1	Mt. Gipps
1195=	1	Mt. Lewis &#40;v. Mossman&#41;
1195=	1	Mt. Lindesay, 23 km NW of Denmark
1195=	1	Mt. Lofty Ranges
1195=	1	Mt. St. Bernard
1195=	1	Mt. Tingaringy
1195=	1	Murphys Flats Granton
1195=	1	Murray Is., Torres Strait Islands
1195=	1	Murray Sunset National Park, Mopoke Trank
1195=	1	Myall Lakes National Park, 10.3 km S Seal Rocks Rd on Hawks Nest Rd
1195=	1	Mylor
1195=	1	Myponga
1195=	1	Myponga swamp
1195=	1	N. E. NAT. PK.
1195=	1	N.Stradbroke Is.Enterprise Scribbly Gum 3
1195=	1	Namadgi National Park, 25.3km NW of Glendale Depot on Cotter Hut Rd
1195=	1	Namadgi National Park, Junction of Grassy Creek &#38; Boboyan Road, 38.4 km S of Glendale Depot
1195=	1	Nanango District
1195=	1	Nangur SF, 2nd SITE
1195=	1	National Park, Mcpherson Range
1195=	1	Neds Corner, Murray River near Neds Corner Station
1195=	1	Neds Corner, River Inlet, 800m W of Neds Corner Station
1195=	1	Neds Corner, Trapline 2 pitfall, edge of blackbox near Murray River
1195=	1	Neds Corner: Near Potterwakagee Creek
1195=	1	Neds Corner: ca. 3km E along track off Graves Track
1195=	1	New England
1195=	1	Nipping Gully &#40;Site 5&#41;
1195=	1	Nipping Gully, site 2
1195=	1	No data provided
1195=	1	North Head Rd., Murramarang National Park, Site 4
1195=	1	Nourlangie Ck, 8 km E of Mt. Cahill
1195=	1	Old Doongan
1195=	1	Omeo Hway
1195=	1	On Native Bnoom Cradoc
1195=	1	Orchard Ck, Great Ocean Road
1195=	1	PEI Road, Topaz
1195=	1	PEI road. Topaz
1195=	1	Pallarup Nature Reserve, west side
1195=	1	Palm Island, site 1
1195=	1	Palmerston National Park, east margin
1195=	1	Palmerston [Section, Wooroonooran] National Park, via Innisfail N. Qld.
1195=	1	Paluma Dam Rd, Site 2
1195=	1	Paluma Dam Road site 2
1195=	1	Pandanus Ck.,Cathus State For, C.Qld
1195=	1	Parr SRA, 6 Bros W'hole
1195=	1	Partridge Is.
1195=	1	Paskeville
1195=	1	Passchendaele State Forest, Amiens
1195=	1	Peak Mt. Bellenden-Ker
1195=	1	Petrie
1195=	1	Pilbara Dist., Kalamina Gorge
1195=	1	Pilbara Dist., Millstream Chichester Range National Park, Python Pool
1195=	1	Pilbara Region: Base of Mt Nameless, adjacent to gate
1195=	1	PilbaraDist., Nanutarra-Wittenoom, 25 km NE of Railway Rd.
1195=	1	Pillaga Scrub, Narrabri
1195=	1	Pine Creek Tower
1195=	1	Pine Creek, 12 miles S of Bundaberg
1195=	1	Pinkawillinie
1195=	1	Planted Creek, via Tansey
1195=	1	Polly Ck, &#40;Hasenpusch property&#41;
1195=	1	Poochera
1195=	1	Poverty Point, 15ml, S. W. of Tenterfield
1195=	1	Prince Henry Heights, Toowoomba
1195=	1	Prince Henry, Toowoomba
1195=	1	Princess Margaret Rose Caves, 8km NNW of Nelson
1195=	1	Pt Albert
1195=	1	Puka Mountains, 77.5km NW of Henbury Homestead
1195=	1	Punch Bowl. Launceston
1195=	1	Putty Road: Gibba Swamp
1195=	1	Ranelagh
1195=	1	Ravensbourne NP
1195=	1	Ravine des Casoars, Flinders Chase National Park
1195=	1	Redcliff H.S.
1195=	1	Richmond
1195=	1	Riflebird Park, Bunya Mts
1195=	1	Roaring Meg Valley
1195=	1	Robe. nr. lakeshore
1195=	1	Rockingham
1195=	1	Rookwood
1195=	1	Rosa Brook, 4 mi, N. of Sues Bridge, Blackwood R.
1195=	1	Rotary L/out, 23 km NW of Miton
1195=	1	Round Mt
1195=	1	Royal National Park, Walumarra Track, 2.2km N of the Garie Rd turn-off on Sir Bertram Dr
1195=	1	Royal National Park, on Sir Bertram Stevens Drive, 1.2km N of Lady Carrington Drive
1195=	1	Ruby Creek, 1 ml W. of Amosfield
1195=	1	Russell R., beneath Russell Falls
1195=	1	Russell River at Bellenden Ker Landing
1195=	1	Rydalmere, near Sydney
1195=	1	S Westerly branch of Kunderang Station Ck
1195=	1	Salisbury
1195=	1	Sandgate
1195=	1	Sassafras, 21 km E of Nerriga
1195=	1	Scheyville National Park, Long Neck Lagoon
1195=	1	Scott River &#40;Augusta area&#41;
1195=	1	Second gully N of Wonga Gully
1195=	1	Shiptons Flat
1195=	1	Shiptons Flat Road
1195=	1	Skullbone Plains, 50m N of end of track on NW corner of reserve
1195=	1	Snellings Beach
